MEETPUNT_IDENTIFICATIE,LOCATIE_CODE,WAARNEMINGDATUM,Average Temperatuur
Driel boven,DRIELBVN,26-08-2011,21.0
Driel boven,DRIELBVN,26-08-2012,22.0
Driel boven,DRIELBVN,26-10-2012,14.0
Driel boven,DRIELBVN,26-11-2012,9.0
Driel boven,DRIELBVN,26-12-2010,3.0
Driel boven,DRIELBVN,26-12-2011,6.0
Driel boven,DRIELBVN,27-01-2010,3.0
Driel boven,DRIELBVN,27-02-2010,6.0
Driel boven,DRIELBVN,27-03-2011,10.0
Driel boven,DRIELBVN,27-03-2012,11.220588235294118
Driel boven,DRIELBVN,27-04-2010,14.0
Driel boven,DRIELBVN,27-04-2011,17.0
Driel boven,DRIELBVN,27-05-2012,21.0
Driel boven,DRIELBVN,27-06-2010,20.0
Driel boven,DRIELBVN,27-06-2011,19.526315789473685
Driel boven,DRIELBVN,27-06-2012,20.0
Driel boven,DRIELBVN,27-07-2010,22.0
Driel boven,DRIELBVN,27-07-2011,19.0
Driel boven,DRIELBVN,27-07-2012,23.0
Driel boven,DRIELBVN,27-08-2010,20.0
Driel boven,DRIELBVN,27-08-2011,21.0
Driel boven,DRIELBVN,27-08-2012,22.0
Driel boven,DRIELBVN,27-09-2010,16.0
Driel boven,DRIELBVN,27-09-2011,18.0
Driel boven,DRIELBVN,27-09-2012,16.0
Driel boven,DRIELBVN,27-10-2012,13.0
Driel boven,DRIELBVN,27-11-2012,9.0
Driel boven,DRIELBVN,27-12-2010,3.0
Driel boven,DRIELBVN,27-12-2011,6.0
Driel boven,DRIELBVN,28-01-2010,3.0
Driel boven,DRIELBVN,28-01-2011,4.0
Driel boven,DRIELBVN,28-02-2010,6.0
Driel boven,DRIELBVN,28-02-2012,5.0
Driel boven,DRIELBVN,28-03-2011,10.0
Driel boven,DRIELBVN,28-03-2012,12.0
Driel boven,DRIELBVN,28-04-2012,13.0
Driel boven,DRIELBVN,28-05-2012,21.0
Driel boven,DRIELBVN,28-06-2011,20.304347826086957
Driel boven,DRIELBVN,28-06-2012,20.535714285714285
Driel boven,DRIELBVN,28-07-2010,22.0
Driel boven,DRIELBVN,28-07-2012,23.0
Driel boven,DRIELBVN,28-09-2011,18.0
Driel boven,DRIELBVN,28-09-2012,16.0
Driel boven,DRIELBVN,28-10-2012,12.0
Driel boven,DRIELBVN,28-11-2010,7.0
Driel boven,DRIELBVN,28-12-2010,3.0
Driel boven,DRIELBVN,28-12-2011,6.0
Driel boven,DRIELBVN,29-02-2012,6.0
Driel boven,DRIELBVN,29-03-2011,10.0
Driel boven,DRIELBVN,29-04-2010,15.5
Driel boven,DRIELBVN,29-04-2011,16.0
Driel boven,DRIELBVN,29-04-2012,13.0
Driel boven,DRIELBVN,29-05-2010,17.0
Driel boven,DRIELBVN,29-05-2011,17.0
Driel boven,DRIELBVN,29-05-2012,21.0
Driel boven,DRIELBVN,29-06-2010,21.0
Driel boven,DRIELBVN,29-06-2011,21.0
Driel boven,DRIELBVN,29-06-2012,21.0
Driel boven,DRIELBVN,29-07-2010,22.0
Driel boven,DRIELBVN,29-08-2010,19.0
Driel boven,DRIELBVN,29-08-2011,20.0
Driel boven,DRIELBVN,29-08-2012,22.0
Driel boven,DRIELBVN,29-09-2011,18.0
Driel boven,DRIELBVN,29-09-2012,16.0
Driel boven,DRIELBVN,29-10-2011,11.0
Driel boven,DRIELBVN,29-11-2010,6.0
Driel boven,DRIELBVN,29-12-2010,3.0
Driel boven,DRIELBVN,29-12-2011,6.0
Driel boven,DRIELBVN,30-01-2010,3.0
Driel boven,DRIELBVN,30-01-2012,4.0
Driel boven,DRIELBVN,30-04-2010,16.0
Driel boven,DRIELBVN,30-04-2011,16.0
Driel boven,DRIELBVN,30-04-2012,14.0
Driel boven,DRIELBVN,30-05-2011,17.023255813953487
Driel boven,DRIELBVN,30-06-2010,22.0
Driel boven,DRIELBVN,30-06-2011,21.0
Driel boven,DRIELBVN,30-06-2012,22.0
Driel boven,DRIELBVN,30-07-2011,19.0
Driel boven,DRIELBVN,30-09-2012,16.0
Driel boven,DRIELBVN,30-10-2010,10.0
Driel boven,DRIELBVN,30-10-2011,11.0
Driel boven,DRIELBVN,31-01-2010,3.0
Driel boven,DRIELBVN,31-01-2012,4.0
Driel boven,DRIELBVN,31-03-2012,11.0
Driel boven,DRIELBVN,31-05-2011,18.0
Driel boven,DRIELBVN,31-07-2012,22.0
Driel boven,DRIELBVN,31-08-2010,18.0
Driel boven,DRIELBVN,31-08-2011,19.0
Driel boven,DRIELBVN,31-08-2012,21.0
Driel boven,DRIELBVN,31-10-2012,11.0
Driel boven,DRIELBVN,31-12-2010,3.0
Driel boven,DRIELBVN,01-02-2008,6.0
Driel boven,DRIELBVN,01-02-2009,3.0
Driel boven,DRIELBVN,01-03-2008,8.0
Driel boven,DRIELBVN,01-03-2009,6.0
Driel boven,DRIELBVN,01-04-2009,8.0
Driel boven,DRIELBVN,01-05-2007,18.0
Driel boven,DRIELBVN,01-05-2009,16.0
Driel boven,DRIELBVN,01-06-2007,19.0
Driel boven,DRIELBVN,01-06-2008,20.0
Driel boven,DRIELBVN,01-06-2009,20.0
Driel boven,DRIELBVN,01-07-2007,19.0
Driel boven,DRIELBVN,01-07-2008,22.0
Driel boven,DRIELBVN,01-07-2009,23.0
Driel boven,DRIELBVN,01-08-2007,20.0
Driel boven,DRIELBVN,01-08-2008,24.0
Driel boven,DRIELBVN,01-10-2008,15.0
Driel boven,DRIELBVN,01-10-2009,17.0
Driel boven,DRIELBVN,01-11-2007,11.0
Driel boven,DRIELBVN,01-12-2007,7.0
Driel boven,DRIELBVN,02-01-2008,4.0
Driel boven,DRIELBVN,02-02-2008,6.0
Driel boven,DRIELBVN,02-03-2008,8.0
Driel boven,DRIELBVN,02-04-2007,11.0
Driel boven,DRIELBVN,02-04-2008,9.0
Driel boven,DRIELBVN,02-04-2009,9.0
Driel boven,DRIELBVN,02-05-2008,14.0
Driel boven,DRIELBVN,02-05-2009,16.0
Driel boven,DRIELBVN,02-06-2007,19.0
Driel boven,DRIELBVN,02-06-2008,21.0
Driel boven,DRIELBVN,02-06-2009,20.0
Driel boven,DRIELBVN,02-07-2008,23.0
Driel boven,DRIELBVN,02-07-2009,23.0
Driel boven,DRIELBVN,02-08-2007,20.0
Driel boven,DRIELBVN,02-09-2009,20.0
Driel boven,DRIELBVN,02-12-2007,7.0
Driel boven,DRIELBVN,02-12-2009,9.0
Driel boven,DRIELBVN,03-02-2007,7.0
Driel boven,DRIELBVN,03-04-2007,11.0
Driel boven,DRIELBVN,03-04-2009,9.0
Driel boven,DRIELBVN,03-05-2007,18.0
Driel boven,DRIELBVN,03-05-2009,16.0
Driel boven,DRIELBVN,03-06-2008,22.0
Driel boven,DRIELBVN,03-06-2009,19.0
Driel boven,DRIELBVN,03-08-2007,20.0
Driel boven,DRIELBVN,03-08-2009,21.0
Driel boven,DRIELBVN,03-09-2008,20.0
Driel boven,DRIELBVN,03-09-2009,19.0
Driel boven,DRIELBVN,03-10-2008,14.0
Driel boven,DRIELBVN,03-10-2009,16.0
Driel boven,DRIELBVN,03-12-2009,9.0
Driel boven,DRIELBVN,04-01-2007,7.0
Driel boven,DRIELBVN,04-02-2007,7.0
Driel boven,DRIELBVN,04-04-2007,11.0
Driel boven,DRIELBVN,04-04-2009,10.0
Driel boven,DRIELBVN,04-05-2007,18.0
Driel boven,DRIELBVN,04-05-2008,15.0
Driel boven,DRIELBVN,04-05-2009,15.0
Driel boven,DRIELBVN,04-06-2007,19.0
Driel boven,DRIELBVN,04-06-2009,18.5
Driel boven,DRIELBVN,04-07-2007,19.0
Driel boven,DRIELBVN,04-07-2008,23.0
Driel boven,DRIELBVN,04-07-2009,23.0
Driel boven,DRIELBVN,04-08-2008,23.0
Driel boven,DRIELBVN,04-10-2007,16.0
Driel boven,DRIELBVN,04-10-2009,15.0
Driel boven,DRIELBVN,04-12-2008,6.0
Driel boven,DRIELBVN,05-01-2007,7.0
Driel boven,DRIELBVN,05-01-2009,2.0
Driel boven,DRIELBVN,05-02-2007,7.0
Driel boven,DRIELBVN,05-02-2008,5.0
Driel boven,DRIELBVN,05-03-2008,8.0
Driel boven,DRIELBVN,05-04-2007,11.0
Driel boven,DRIELBVN,05-05-2007,18.0
Driel boven,DRIELBVN,05-05-2009,15.0
Driel boven,DRIELBVN,05-07-2007,19.0
Driel boven,DRIELBVN,05-08-2007,21.5
Driel boven,DRIELBVN,05-08-2009,22.0
Driel boven,DRIELBVN,05-09-2007,18.0
Driel boven,DRIELBVN,05-09-2008,19.0
Driel boven,DRIELBVN,05-09-2009,18.0
Driel boven,DRIELBVN,05-10-2007,16.0
Driel boven,DRIELBVN,05-10-2008,13.0
Driel boven,DRIELBVN,05-11-2009,11.0
Driel boven,DRIELBVN,06-01-2007,7.0
Driel boven,DRIELBVN,06-01-2009,2.0
Driel boven,DRIELBVN,06-02-2009,3.0
Driel boven,DRIELBVN,06-04-2007,11.833333333333334
Driel boven,DRIELBVN,06-04-2008,10.0
Driel boven,DRIELBVN,06-04-2009,11.0
Driel boven,DRIELBVN,06-05-2007,18.0
Driel boven,DRIELBVN,06-05-2008,16.0
Driel boven,DRIELBVN,06-06-2007,20.0
Driel boven,DRIELBVN,06-06-2008,22.0
Driel boven,DRIELBVN,06-06-2009,17.0
Driel boven,DRIELBVN,06-07-2008,23.0
Driel boven,DRIELBVN,06-08-2007,22.0
Driel boven,DRIELBVN,06-09-2007,18.0
Driel boven,DRIELBVN,06-09-2009,18.0
Driel boven,DRIELBVN,06-10-2007,16.0
Driel boven,DRIELBVN,06-10-2008,13.0
Driel boven,DRIELBVN,06-11-2007,11.0
Driel boven,DRIELBVN,06-12-2008,6.0
Driel boven,DRIELBVN,07-01-2008,4.0
Driel boven,DRIELBVN,07-04-2008,10.0
Driel boven,DRIELBVN,07-05-2007,18.0
Driel boven,DRIELBVN,07-05-2008,16.0
Driel boven,DRIELBVN,07-06-2007,20.0
Driel boven,DRIELBVN,07-07-2007,18.0
Driel boven,DRIELBVN,07-07-2008,22.0
Driel boven,DRIELBVN,07-07-2009,23.0
Driel boven,DRIELBVN,07-08-2007,22.0
Driel boven,DRIELBVN,07-08-2008,23.0
Driel boven,DRIELBVN,07-08-2009,23.0
Driel boven,DRIELBVN,07-09-2009,18.0
Driel boven,DRIELBVN,07-10-2007,16.0
Driel boven,DRIELBVN,07-10-2009,15.0
Driel boven,DRIELBVN,07-12-2007,8.0
Driel boven,DRIELBVN,08-02-2007,6.0
Driel boven,DRIELBVN,08-02-2008,6.0
Driel boven,DRIELBVN,08-04-2007,12.0
Driel boven,DRIELBVN,08-04-2008,10.0
Driel boven,DRIELBVN,08-05-2007,17.0
Driel boven,DRIELBVN,08-05-2008,17.0
Driel boven,DRIELBVN,08-05-2009,15.0
Driel boven,DRIELBVN,08-06-2007,21.0
Driel boven,DRIELBVN,08-06-2008,22.0
Driel boven,DRIELBVN,08-06-2009,17.0
Driel boven,DRIELBVN,08-07-2007,18.0
Driel boven,DRIELBVN,08-07-2008,22.0
Driel boven,DRIELBVN,08-07-2009,22.0
Driel boven,DRIELBVN,08-08-2007,22.0
Driel boven,DRIELBVN,08-08-2009,23.0
Driel boven,DRIELBVN,08-10-2007,16.0
Driel boven,DRIELBVN,08-12-2008,6.0
Driel boven,DRIELBVN,09-01-2007,8.0
Driel boven,DRIELBVN,09-01-2008,5.0
Driel boven,DRIELBVN,09-02-2007,6.0
Driel boven,DRIELBVN,09-02-2008,6.0
Driel boven,DRIELBVN,09-04-2007,12.0
Driel boven,DRIELBVN,09-04-2008,10.0
Driel boven,DRIELBVN,09-04-2009,12.0
Driel boven,DRIELBVN,09-05-2008,17.0
Driel boven,DRIELBVN,09-05-2009,15.0
Driel boven,DRIELBVN,09-06-2008,21.0
Driel boven,DRIELBVN,09-06-2009,17.0
Driel boven,DRIELBVN,09-07-2007,19.0
Driel boven,DRIELBVN,09-08-2007,21.0
Driel boven,DRIELBVN,09-10-2007,16.0
Driel boven,DRIELBVN,09-10-2008,14.0
Driel boven,DRIELBVN,09-11-2007,10.0
Driel boven,DRIELBVN,09-11-2008,11.0
Driel boven,DRIELBVN,09-11-2009,10.0
Driel boven,DRIELBVN,10-01-2008,5.0
Driel boven,DRIELBVN,10-02-2007,6.0
Driel boven,DRIELBVN,10-02-2008,6.0
Driel boven,DRIELBVN,10-02-2009,4.0
Driel boven,DRIELBVN,10-04-2007,12.0
Driel boven,DRIELBVN,10-04-2009,13.0
Driel boven,DRIELBVN,10-05-2008,18.0
Driel boven,DRIELBVN,10-05-2009,16.0
Driel boven,DRIELBVN,10-06-2008,22.0
Driel boven,DRIELBVN,10-07-2007,19.0
Driel boven,DRIELBVN,10-07-2008,21.0
Driel boven,DRIELBVN,10-07-2009,21.0
Driel boven,DRIELBVN,10-08-2007,20.0
Driel boven,DRIELBVN,10-08-2008,22.0
Driel boven,DRIELBVN,10-09-2008,19.0
Driel boven,DRIELBVN,10-10-2007,16.0
Driel boven,DRIELBVN,10-11-2008,11.0
Driel boven,DRIELBVN,10-11-2009,10.0
Driel boven,DRIELBVN,11-01-2008,5.0
Driel boven,DRIELBVN,11-01-2009,1.0
Driel boven,DRIELBVN,11-02-2008,6.0
Driel boven,DRIELBVN,11-03-2007,9.0
Driel boven,DRIELBVN,11-04-2007,13.0
Driel boven,DRIELBVN,11-04-2009,13.0
Driel boven,DRIELBVN,11-05-2008,18.0
Driel boven,DRIELBVN,11-05-2009,16.0
Driel boven,DRIELBVN,11-06-2008,21.0
Driel boven,DRIELBVN,11-09-2007,17.0
Driel boven,DRIELBVN,11-09-2008,20.0
Driel boven,DRIELBVN,11-09-2009,19.0
Driel boven,DRIELBVN,11-10-2007,16.0
Driel boven,DRIELBVN,12-01-2009,1.0
Driel boven,DRIELBVN,12-02-2007,7.0
Driel boven,DRIELBVN,12-02-2008,6.0
Driel boven,DRIELBVN,12-03-2007,9.0
Driel boven,DRIELBVN,12-04-2007,13.0
Driel boven,DRIELBVN,12-04-2008,10.0
Driel boven,DRIELBVN,12-04-2009,14.0
Driel boven,DRIELBVN,12-05-2008,19.0
Driel boven,DRIELBVN,12-06-2007,22.0
Driel boven,DRIELBVN,12-06-2008,20.0
Driel boven,DRIELBVN,12-06-2009,18.0
Driel boven,DRIELBVN,12-07-2008,21.0
Driel boven,DRIELBVN,12-08-2009,22.0
Driel boven,DRIELBVN,12-09-2007,17.0
Driel boven,DRIELBVN,12-09-2008,20.0
Driel boven,DRIELBVN,12-09-2009,19.0
Driel boven,DRIELBVN,12-10-2009,15.0
Driel boven,DRIELBVN,12-11-2007,9.0
Driel boven,DRIELBVN,12-12-2009,8.0
Driel boven,DRIELBVN,13-02-2008,6.0
Driel boven,DRIELBVN,13-03-2008,8.0
Driel boven,DRIELBVN,13-04-2007,14.0
Driel boven,DRIELBVN,13-04-2008,10.0
Driel boven,DRIELBVN,13-05-2007,17.0
Driel boven,DRIELBVN,13-05-2009,16.0
Driel boven,DRIELBVN,13-06-2008,19.0
Driel boven,DRIELBVN,13-07-2007,19.0
Driel boven,DRIELBVN,13-07-2008,21.0
Driel boven,DRIELBVN,13-07-2009,20.0
Driel boven,DRIELBVN,13-08-2007,20.0
Driel boven,DRIELBVN,13-08-2008,21.0
Driel boven,DRIELBVN,13-09-2007,17.0
Driel boven,DRIELBVN,13-09-2008,20.0
Driel boven,DRIELBVN,13-12-2008,5.0
Driel boven,DRIELBVN,13-12-2009,8.0
Driel boven,DRIELBVN,14-02-2008,6.0
Driel boven,DRIELBVN,14-02-2009,4.0
Driel boven,DRIELBVN,14-03-2008,8.0
Driel boven,DRIELBVN,14-04-2007,15.0
Driel boven,DRIELBVN,14-04-2008,10.0
Driel boven,DRIELBVN,14-04-2009,14.0
Driel boven,DRIELBVN,14-05-2007,17.0
Driel boven,DRIELBVN,14-05-2008,19.0
Driel boven,DRIELBVN,14-05-2009,17.0
Driel boven,DRIELBVN,14-07-2007,19.0
Driel boven,DRIELBVN,14-07-2008,21.0
Driel boven,DRIELBVN,14-07-2009,21.0
Driel boven,DRIELBVN,14-08-2007,20.0
Driel boven,DRIELBVN,14-09-2007,17.0
Driel boven,DRIELBVN,14-09-2008,19.0
Driel boven,DRIELBVN,14-09-2009,18.0
Driel boven,DRIELBVN,14-10-2008,15.0
Driel boven,DRIELBVN,14-10-2009,14.0
Driel boven,DRIELBVN,14-11-2007,8.0
Driel boven,DRIELBVN,14-12-2007,7.0
Driel boven,DRIELBVN,14-12-2008,5.0
Driel boven,DRIELBVN,14-12-2009,7.0
Driel boven,DRIELBVN,15-01-2009,2.0
Driel boven,DRIELBVN,15-02-2008,6.0
Driel boven,DRIELBVN,15-02-2009,4.0
Driel boven,DRIELBVN,15-03-2007,10.0
Driel boven,DRIELBVN,15-04-2007,15.0
Driel boven,DRIELBVN,15-04-2009,14.0
Driel boven,DRIELBVN,15-05-2007,17.0
Driel boven,DRIELBVN,15-06-2007,22.0
Driel boven,DRIELBVN,15-07-2008,21.0
Driel boven,DRIELBVN,15-09-2007,17.0
Driel boven,DRIELBVN,15-09-2008,19.0
Driel boven,DRIELBVN,15-10-2009,13.0
Driel boven,DRIELBVN,15-12-2008,5.0
Driel boven,DRIELBVN,16-01-2008,6.0
Driel boven,DRIELBVN,16-02-2009,4.0
Driel boven,DRIELBVN,16-03-2007,10.0
Driel boven,DRIELBVN,16-03-2009,7.0
Driel boven,DRIELBVN,16-05-2007,17.0
Driel boven,DRIELBVN,16-06-2007,22.0
Driel boven,DRIELBVN,16-06-2008,19.0
Driel boven,DRIELBVN,16-06-2009,19.0
Driel boven,DRIELBVN,16-07-2009,22.0
Driel boven,DRIELBVN,16-08-2008,21.0
Driel boven,DRIELBVN,16-08-2009,22.0
Driel boven,DRIELBVN,16-10-2007,15.0
Driel boven,DRIELBVN,16-10-2008,15.0
Driel boven,DRIELBVN,16-10-2009,13.0
Driel boven,DRIELBVN,16-12-2007,6.0
Driel boven,DRIELBVN,16-12-2009,6.0
Driel boven,DRIELBVN,17-01-2008,6.0
Driel boven,DRIELBVN,17-03-2007,10.0
Driel boven,DRIELBVN,17-04-2008,10.0
Driel boven,DRIELBVN,17-05-2007,17.0
Driel boven,DRIELBVN,17-05-2008,19.0
Driel boven,DRIELBVN,17-06-2009,19.0
Driel boven,DRIELBVN,17-07-2007,21.0
Driel boven,DRIELBVN,17-07-2009,22.0
Driel boven,DRIELBVN,17-08-2009,22.0
Driel boven,DRIELBVN,17-09-2008,18.0
Driel boven,DRIELBVN,17-09-2009,17.0
Driel boven,DRIELBVN,17-10-2007,15.0
Driel boven,DRIELBVN,17-10-2009,12.0
Driel boven,DRIELBVN,17-11-2007,7.0
Driel boven,DRIELBVN,17-12-2009,5.0
Driel boven,DRIELBVN,18-01-2009,3.0
Driel boven,DRIELBVN,18-03-2007,10.0
Driel boven,DRIELBVN,18-04-2007,16.0
Driel boven,DRIELBVN,18-04-2008,10.0
Driel boven,DRIELBVN,18-05-2007,17.0
Driel boven,DRIELBVN,18-06-2009,20.0
Driel boven,DRIELBVN,18-07-2007,22.0
Driel boven,DRIELBVN,18-07-2009,22.0
Driel boven,DRIELBVN,18-08-2007,20.0
Driel boven,DRIELBVN,18-08-2009,22.0
Driel boven,DRIELBVN,18-09-2009,17.0
Driel boven,DRIELBVN,18-11-2007,7.0
Driel boven,DRIELBVN,18-12-2007,5.0
Driel boven,DRIELBVN,18-12-2009,5.0
Driel boven,DRIELBVN,19-01-2008,7.0
Driel boven,DRIELBVN,19-01-2009,3.0
Driel boven,DRIELBVN,19-04-2008,10.0
Driel boven,DRIELBVN,19-04-2009,14.0
Driel boven,DRIELBVN,19-05-2007,17.0
Driel boven,DRIELBVN,19-05-2008,18.0
Driel boven,DRIELBVN,19-06-2007,22.0
Driel boven,DRIELBVN,19-06-2009,20.0
Driel boven,DRIELBVN,19-07-2007,22.0
Driel boven,DRIELBVN,19-07-2009,21.0
Driel boven,DRIELBVN,19-08-2007,20.0
Driel boven,DRIELBVN,19-08-2008,21.0
Driel boven,DRIELBVN,19-08-2009,22.0
Driel boven,DRIELBVN,19-09-2007,17.0
Driel boven,DRIELBVN,19-09-2008,17.0
Driel boven,DRIELBVN,19-09-2009,17.0
Driel boven,DRIELBVN,19-10-2007,14.0
Driel boven,DRIELBVN,19-10-2008,14.0
Driel boven,DRIELBVN,19-12-2009,4.0
Driel boven,DRIELBVN,20-01-2007,9.0
Driel boven,DRIELBVN,20-01-2008,8.0
Driel boven,DRIELBVN,20-01-2009,3.0
Driel boven,DRIELBVN,20-03-2007,9.0
Driel boven,DRIELBVN,20-03-2008,8.0
Driel boven,DRIELBVN,20-03-2009,8.0
Driel boven,DRIELBVN,20-04-2009,14.0
Driel boven,DRIELBVN,20-05-2007,17.0
Driel boven,DRIELBVN,20-05-2008,18.0
Driel boven,DRIELBVN,20-05-2009,18.0
Driel boven,DRIELBVN,20-06-2007,23.0
Driel boven,DRIELBVN,20-07-2007,22.0
Driel boven,DRIELBVN,20-08-2007,20.0
Driel boven,DRIELBVN,20-08-2008,21.0
Driel boven,DRIELBVN,20-10-2009,11.0
Driel boven,DRIELBVN,20-11-2007,7.0
Driel boven,DRIELBVN,20-12-2009,3.0
Driel boven,DRIELBVN,21-01-2007,9.0
Driel boven,DRIELBVN,21-01-2008,8.0
Driel boven,DRIELBVN,21-03-2007,9.0
Driel boven,DRIELBVN,21-03-2008,8.0
Driel boven,DRIELBVN,21-03-2009,8.0
Driel boven,DRIELBVN,21-04-2008,11.0
Driel boven,DRIELBVN,21-05-2008,18.0
Driel boven,DRIELBVN,21-05-2009,18.0
Driel boven,DRIELBVN,21-06-2008,20.0
Driel boven,DRIELBVN,21-07-2007,22.0
Driel boven,DRIELBVN,21-07-2008,20.0
Driel boven,DRIELBVN,21-07-2009,21.0
Driel boven,DRIELBVN,21-08-2007,20.0
Driel boven,DRIELBVN,21-09-2009,18.0
Driel boven,DRIELBVN,21-10-2007,13.0
Driel boven,DRIELBVN,21-11-2007,7.0
Driel boven,DRIELBVN,21-11-2009,10.0
Driel boven,DRIELBVN,21-12-2007,4.0
Driel boven,DRIELBVN,21-12-2008,6.0
Driel boven,DRIELBVN,22-01-2008,8.0
Driel boven,DRIELBVN,22-02-2008,6.0
Driel boven,DRIELBVN,22-03-2009,8.0
Driel boven,DRIELBVN,22-04-2007,15.0
Driel boven,DRIELBVN,22-04-2008,11.0
Driel boven,DRIELBVN,22-05-2007,18.0
Driel boven,DRIELBVN,22-05-2008,18.0
Driel boven,DRIELBVN,22-05-2009,18.0
Driel boven,DRIELBVN,22-06-2007,22.0
Driel boven,DRIELBVN,22-06-2008,20.0
Driel boven,DRIELBVN,22-06-2009,19.0
Driel boven,DRIELBVN,22-07-2007,22.0
Driel boven,DRIELBVN,22-07-2008,19.0
Driel boven,DRIELBVN,22-07-2009,21.0
Driel boven,DRIELBVN,22-08-2007,20.0
Driel boven,DRIELBVN,22-09-2008,16.0
Driel boven,DRIELBVN,22-09-2009,18.0
Driel boven,DRIELBVN,22-10-2007,13.0
Driel boven,DRIELBVN,22-11-2008,9.0
Driel boven,DRIELBVN,22-12-2009,2.0
Driel boven,DRIELBVN,23-01-2007,8.0
Driel boven,DRIELBVN,23-02-2007,8.0
Driel boven,DRIELBVN,23-02-2009,5.0
Driel boven,DRIELBVN,23-03-2009,8.0
Driel boven,DRIELBVN,23-04-2007,16.0
Driel boven,DRIELBVN,23-04-2008,12.0
Driel boven,DRIELBVN,23-05-2007,19.666666666666668
Driel boven,DRIELBVN,23-05-2008,18.0
Driel boven,DRIELBVN,23-05-2009,18.857142857142858
Driel boven,DRIELBVN,23-06-2007,22.0
Driel boven,DRIELBVN,23-06-2009,19.0
Driel boven,DRIELBVN,23-07-2007,22.0
Driel boven,DRIELBVN,23-07-2009,21.0
Driel boven,DRIELBVN,23-08-2008,20.0
Driel boven,DRIELBVN,23-09-2007,17.0
Driel boven,DRIELBVN,23-09-2009,18.0
Driel boven,DRIELBVN,23-10-2007,12.0
Driel boven,DRIELBVN,23-10-2009,11.0
Driel boven,DRIELBVN,23-11-2008,8.0
Driel boven,DRIELBVN,24-02-2007,8.0
Driel boven,DRIELBVN,24-02-2009,5.0
Driel boven,DRIELBVN,24-03-2007,8.0
Driel boven,DRIELBVN,24-03-2008,7.0
Driel boven,DRIELBVN,24-04-2007,16.0
Driel boven,DRIELBVN,24-04-2008,12.0
Driel boven,DRIELBVN,24-05-2008,18.0
Driel boven,DRIELBVN,24-06-2008,21.0
Driel boven,DRIELBVN,24-06-2009,19.142857142857142
Driel boven,DRIELBVN,24-07-2007,21.0
Driel boven,DRIELBVN,24-07-2008,20.0
Driel boven,DRIELBVN,24-08-2007,19.0
Driel boven,DRIELBVN,24-08-2008,20.0
Driel boven,DRIELBVN,24-09-2009,18.0
Driel boven,DRIELBVN,24-10-2007,11.0
Driel boven,DRIELBVN,24-10-2008,13.0
Driel boven,DRIELBVN,24-10-2009,11.0
Driel boven,DRIELBVN,24-11-2007,7.0
Driel boven,DRIELBVN,24-11-2008,7.0
Driel boven,DRIELBVN,24-11-2009,10.0
Driel boven,DRIELBVN,25-01-2007,7.0
Driel boven,DRIELBVN,25-01-2008,7.0
Driel boven,DRIELBVN,25-01-2009,4.0
Driel boven,DRIELBVN,25-03-2007,8.0
Driel boven,DRIELBVN,25-04-2007,17.0
Driel boven,DRIELBVN,25-04-2009,15.0
Driel boven,DRIELBVN,25-05-2007,21.0
Driel boven,DRIELBVN,25-05-2009,20.0
Driel boven,DRIELBVN,25-06-2008,21.0
Driel boven,DRIELBVN,25-06-2009,20.0
Driel boven,DRIELBVN,25-07-2008,20.0
Driel boven,DRIELBVN,25-08-2008,20.0
Driel boven,DRIELBVN,25-09-2009,18.0
Driel boven,DRIELBVN,25-11-2007,7.0
Driel boven,DRIELBVN,25-11-2009,10.0
Driel boven,DRIELBVN,25-12-2009,3.0
Driel boven,DRIELBVN,26-01-2007,6.0
Driel boven,DRIELBVN,26-01-2008,7.0
Driel boven,DRIELBVN,26-02-2008,7.0
Driel boven,DRIELBVN,26-04-2007,18.0
Driel boven,DRIELBVN,26-04-2008,13.0
Driel boven,DRIELBVN,26-05-2008,18.0
Driel boven,DRIELBVN,26-05-2009,20.0
Driel boven,DRIELBVN,26-06-2007,20.8
Driel boven,DRIELBVN,26-06-2008,21.0
Driel boven,DRIELBVN,26-06-2009,21.0
Driel boven,DRIELBVN,26-07-2007,21.0
Driel boven,DRIELBVN,26-07-2008,21.333333333333332
Driel boven,DRIELBVN,26-08-2007,20.0
Driel boven,DRIELBVN,26-08-2008,20.0
Driel boven,DRIELBVN,26-08-2009,22.0
Driel boven,DRIELBVN,26-09-2007,17.0
Driel boven,DRIELBVN,26-09-2009,18.0
Driel boven,DRIELBVN,26-11-2007,7.0
Driel boven,DRIELBVN,26-11-2008,7.0
Driel boven,DRIELBVN,26-11-2009,10.0
Driel boven,DRIELBVN,26-12-2008,6.0
Driel boven,DRIELBVN,27-01-2008,7.0
Driel boven,DRIELBVN,27-03-2007,9.0
Driel boven,DRIELBVN,27-03-2008,6.0
Driel boven,DRIELBVN,27-04-2007,18.0
Driel boven,DRIELBVN,27-04-2008,13.0
Driel boven,DRIELBVN,27-04-2009,15.0
Driel boven,DRIELBVN,27-05-2008,18.0
Driel boven,DRIELBVN,27-05-2009,19.0
Driel boven,DRIELBVN,27-06-2009,21.0
Driel boven,DRIELBVN,27-07-2007,21.0
Driel boven,DRIELBVN,27-07-2008,22.0
Driel boven,DRIELBVN,27-07-2009,21.0
Driel boven,DRIELBVN,27-08-2007,20.0
Driel boven,DRIELBVN,27-08-2008,20.0
Driel boven,DRIELBVN,27-08-2009,22.0
Driel boven,DRIELBVN,27-09-2009,18.0
